Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Womack, Molly C.; Metz, Marissa J.; Hoke, Kim L."	Larger Genomes Linked to Slower Development and Loss of Late-Developing Traits	AMERICAN NATURALIST	194	6	854	864	10.1086/705897	Dec-19	2019	2	WOS:000501897400011
"Janicke, Tim; Marie-Orleach, Lucas; Aubier, Thomas G.; Perrier, Charles; Morrow, Edward H."	Assortative Mating in Animals and Its Role for Speciation	AMERICAN NATURALIST	194	6	865	875	10.1086/705825	Dec-19	2019	2	WOS:000501897400012
"Fukami, Tadashi"	"Secretary's Report, 2019 American Society of Naturalists"	AMERICAN NATURALIST	194	6	876	878	10.1086/706140	Dec-19	2019	0	WOS:000501897400013
"Caruso, Christina"	"Treasurer's Report, 2018: Statement of Activities For the year ending December 31, 2018 (vol 192, pg 786, 2018)"	AMERICAN NATURALIST	194	6	879	880	10.1086/706141	Dec-19	2019	0	WOS:000501897400014
"da Silva, Jack"	"Plastic Senescence in the Honeybee and the Disposable Soma Theory (vol 194, pg 367, 2019)"	AMERICAN NATURALIST	194	6	881	884	10.1086/706237	Dec-19	2019	0	WOS:000501897400015
"Huey, Raymond B.; Kingsolver, Joel G."	"Climate Warming, Resource Availability, and the Metabolic Meltdown of Ectotherms"	AMERICAN NATURALIST	194	6	E140	E150	10.1086/705679	Dec-19	2019	8	WOS:000501897400001
"Nguyen, Andrew D.; Brown, Megan; Zitnay, Jordan; Cahan, Sara Helms; Gotelli, Nicholas J.; Arnett, Amy; Ellison, Aaron M."	Trade-Offs in Cold Resistance at the Northern Range Edge of the Common Woodland Ant Aphaenogaster picea (Formicidae)	AMERICAN NATURALIST	194	6	E151	E163	10.1086/705939	Dec-19	2019	0	WOS:000501897400002
"Videlier, Mathieu; Rundle, Howard D.; Careau, Vincent"	Sex-Specific Among-Individual Covariation in Locomotor Activity and Resting Metabolic Rate in Drosophila melanogaster	AMERICAN NATURALIST	194	6	E164	E176	10.1086/705678	Dec-19	2019	1	WOS:000501897400003
"Mee, Jonathan A.; Yeaman, Sam"	"Unpacking Conditional Neutrality: Genomic Signatures of Selection on Conditionally Beneficial and Conditionally Deleterious Mutations (vol 194, pg 529, 2019)"	AMERICAN NATURALIST	194	5	743	743	10.1086/705837	Nov-19	2019	0	WOS:000497985900014
"Jacob, Staffan; Chaine, Alexis S.; Huet, Michele; Clobert, Jean; Legrand, Delphine"	Variability in Dispersal Syndromes Is a Key Driver of Metapopulation Dynamics in Experimental Microcosms	AMERICAN NATURALIST	194	5	613	626	10.1086/705410	Nov-19	2019	2	WOS:000497985900004
"Song, Chuliang; Barabas, Gyorgy; Saavedra, Serguei"	On the Consequences of the Interdependence of Stabilizing and Equalizing Mechanisms	AMERICAN NATURALIST	194	5	627	639	10.1086/705347	Nov-19	2019	5	WOS:000497985900005
"Kinlock, Nicole L."	A Meta-analysis of Plant Interaction Networks Reveals Competitive Hierarchies as well as Facilitation and Intransitivity	AMERICAN NATURALIST	194	5	640	653	10.1086/705293	Nov-19	2019	1	WOS:000497985900006
"Montagnes, David J. S.; Zhu, Xuexia; Gu, Lei; Sun, Yunfei; Wang, Jun; Horner, Rosie; Yang, Zhou"	False Exclusion: A Case to Embed Predator Performance in Classical Population Models	AMERICAN NATURALIST	194	5	654	670	10.1086/705381	Nov-19	2019	1	WOS:000497985900007
"Reznick, David N.; Bassar, Ronald D.; Handelsman, Corey A.; Ghalambor, Cameron K.; Arendt, Jeff; Coulson, Tim; Potter, Tomos; Ruell, Emily W.; Torres-Dowdall, Julian; Bentzen, Paul; Travis, Joseph"	Eco-Evolutionary Feedbacks Predict the Time Course of Rapid Life-History Evolution	AMERICAN NATURALIST	194	5	671	692	10.1086/705380	Nov-19	2019	2	WOS:000497985900008
"Burress, Edward D.; Tan, Milton; Wainwright, Peter C."	Head Shape Modulates Diversification of a Classic Cichlid Pharyngeal Jaw Innovation	AMERICAN NATURALIST	194	5	693	706	10.1086/705392	Nov-19	2019	3	WOS:000497985900009
"Willink, Beatriz; Duryea, M. Catherine; Svensson, Erik, I"	Macroevolutionary Origin and Adaptive Function of a Polymorphic Female Signal Involved in Sexual Conflict	AMERICAN NATURALIST	194	5	707	724	10.1086/705294	Nov-19	2019	4	WOS:000497985900010
"Vollet-Neto, Ayrton; Imperatriz-Fonseca, Vera L.; Ratnieks, Francis L. W."	"Queen Execution, Diploid Males, and Selection For and Against Polyandry in the Brazilian Stingless Bee Scaptotrigona depilis"	AMERICAN NATURALIST	194	5	725	735	10.1086/705393	Nov-19	2019	1	WOS:000497985900011
"Fan, Haiying; Zhang, Qingchen; Rao, Juanjuan; Cao, Jingwen; Lu, Xin"	Genetic Diversity-Area Relationships across Bird Species	AMERICAN NATURALIST	194	5	736	740	10.1086/705346	Nov-19	2019	0	WOS:000497985900012
"Olito, Colin; Connallon, Tim"	"Sexually Antagonistic Variation and the Evolution of Dimorphic Sexual Systems (vol 193, pg 688, 2019)"	AMERICAN NATURALIST	194	5	741	742	10.1086/705014	Nov-19	2019	0	WOS:000497985900013
"Camerlenghi, Ettore; Tellaroli, Paola; Griggio, Matteo; Martinez, Ari E."	Information about Predators Varies across an Amazonian Rain Forest as a Result of Sentinel Species Distribution	AMERICAN NATURALIST	194	5	E134	E139	10.1086/705242	Nov-19	2019	0	WOS:000497985900003
"Etienne, Rampal S.; Cabral, Juliano Sarmento; Hagen, Oskar; Hartig, Florian; Hurlbert, Allen H.; Pellissier, Loic; Pontarp, Mikael; Storch, David"	A Minimal Model for the Latitudinal Diversity Gradient Suggests a Dominant Role for Ecological Limits	AMERICAN NATURALIST	194	5	E122	E133	10.1086/705243	Nov-19	2019	3	WOS:000497985900002
"Shutt, Jack D.; Burgess, Malcolm D.; Phillimore, Albert B."	A Spatial Perspective on the Phenological Distribution of the Spring Woodland Caterpillar Peak	AMERICAN NATURALIST	194	5	E109	E121	10.1086/705241	Nov-19	2019	2	WOS:000497985900001
"Mee, Jonathan A.; Yeaman, Sam"	Unpacking Conditional Neutrality: Genomic Signatures of Selection on Conditionally Beneficial and Conditionally Deleterious Mutations*	AMERICAN NATURALIST	194	4	529	540	10.1086/702314	OCT 1 2019	2019	1	WOS:000485326600010
"Simpson, Richard K.; McGraw, Kevin J."	"Interspecific Covariation in Courtship Displays, Iridescent Plumage, Solar Orientation, and Their Interactions in Hummingbirds"	AMERICAN NATURALIST	194	4	441	454	10.1086/704774	OCT 1 2019	2019	0	WOS:000485326600003
"Kok, Eva M. A.; Burant, Joseph B.; Dekinga, Anne; Manche, Petra; Saintonge, Darren; Piersma, Theunis; Mathot, Kimberley J."	Within-Individual Canalization Contributes to Age-Related Increases in Trait Repeatability: A Longitudinal Experiment in Red Knots	AMERICAN NATURALIST	194	4	455	469	10.1086/704593	OCT 1 2019	2019	1	WOS:000485326600004
"Rajon, Etienne; Charlat, Sylvain"	(In)exhaustible Suppliers for Evolution? Epistatic Selection Tunes the Adaptive Potential of Nongenetic Inheritance	AMERICAN NATURALIST	194	4	470	481	10.1086/704772	OCT 1 2019	2019	0	WOS:000485326600005
"Smith, Alyssa Laney; Atwater, Daniel Z.; Callaway, Ragan M."	Early Sibling Conflict May Ultimately Benefit the Family	AMERICAN NATURALIST	194	4	482	487	10.1086/704773	OCT 1 2019	2019	1	WOS:000485326600006
"David, Aaron S.; Quintana-Ascencio, Pedro F.; Menges, Eric S.; Thapa-Magar, Khum B.; Afkhami, Michelle E.; Searcy, Christopher A."	Soil Microbiomes Underlie Population Persistence of an Endangered Plant Species	AMERICAN NATURALIST	194	4	488	494	10.1086/704684	OCT 1 2019	2019	2	WOS:000485326600007
"Brady, Steven P.; Bolnick, Daniel, I; Barrett, Rowan D. H.; Chapman, Lauren; Crispo, Erika; Derry, Alison M.; Eckert, Christopher G.; Fraser, Dylan J.; Fussmann, Gregor F.; Gonzalez, Andrew; Guichard, Frederic; Lamy, Thomas; Lane, Jeffrey; McAdam, Andrew G.; Newman, Amy E. M.; Paccard, Antoine; Robertson, Bruce; Rolshausen, Gregor; Schulte, Patricia M.; Simons, Andrew M.; Vellend, Mark; Hendry, Andrew"	Understanding Maladaptation by Uniting Ecological and Evolutionary Perspectives*	AMERICAN NATURALIST	194	4	495	515	10.1086/705020	OCT 1 2019	2019	6	WOS:000485326600008
"Lane, Jeffrey E.; Czenze, Zenon J.; Findlay-Robinson, Rachel; Bayne, Erin"	Phenotypic Plasticity and Local Adaptation in a Wild Hibernator Evaluated through Reciprocal Translocation*	AMERICAN NATURALIST	194	4	516	528	10.1086/702313	OCT 1 2019	2019	2	WOS:000485326600009
"Kooyers, Nicholas J.; Colicchio, Jack M.; Greenlee, Anna B.; Patterson, Erin; Handloser, Neal T.; Blackman, Benjamin K."	Lagging Adaptation to Climate Supersedes Local Adaptation to Herbivory in an Annual Monkeyflower*	AMERICAN NATURALIST	194	4	541	557	10.1086/702312	OCT 1 2019	2019	3	WOS:000485326600011
"Cotto, Olivier; Sandell, Linnea; Chevin, Luis-Miguel; Ronce, Ophelie"	Maladaptive Shifts in Life History in a Changing Environment*	AMERICAN NATURALIST	194	4	558	573	10.1086/702716	OCT 1 2019	2019	6	WOS:000485326600012
"McAdam, Andrew G.; Boutin, Stan; Dantzer, Ben; Lane, Jeffrey E."	Seed Masting Causes Fluctuations in Optimum Litter Size and Lag Load in a Seed Predator*	AMERICAN NATURALIST	194	4	574	589	10.1086/703743	OCT 1 2019	2019	3	WOS:000485326600013
"Urban, Mark C.; Scarpa, Alice; Travis, Justin M. J.; Bocedi, Greta"	Maladapted Prey Subsidize Predators and Facilitate Range Expansion*	AMERICAN NATURALIST	194	4	590	612	10.1086/704780	OCT 1 2019	2019	3	WOS:000485326600014
"Hsu, Bin-Yan; Verhagen, Irene; Gienapp, Phillip; Darras, Veerle M.; Visser, Marcel E.; Ruuskanen, Suvi"	Between- and Within-Individual Variation of Maternal Thyroid Hormone Deposition in Wild Great Tits (Parus major)	AMERICAN NATURALIST	194	4	E96	E108	10.1086/704738	OCT 1 2019	2019	0	WOS:000485326600002
"Moen, Daniel S."	What Determines the Distinct Morphology of Species with a Particular Ecology? The Roles of Many-to-One Mapping and Trade-Offs in the Evolution of Frog Ecomorphology and Performance	AMERICAN NATURALIST	194	4	E81	E95	10.1086/704736	OCT 1 2019	2019	3	WOS:000485326600001
"Deforet, Maxime; Carmona-Fontaine, Carlos; Korolev, Kirin S.; Xavier, Joao B."	Evolution at the Edge of Expanding Populations	AMERICAN NATURALIST	194	3	291	305	10.1086/704594	SEP 1 2019	2019	5	WOS:000482091000003
"Battey, C. J."	Ecological Release of the Anna's Hummingbird during a Northern Range Expansion	AMERICAN NATURALIST	194	3	306	315	10.1086/704249	SEP 1 2019	2019	2	WOS:000482091000004
"Peniston, James H.; Barfield, Michael; Holt, Robert D."	Pulsed Immigration Events Can Facilitate Adaptation to Harsh Sink Environments	AMERICAN NATURALIST	194	3	316	333	10.1086/704608	SEP 1 2019	2019	4	WOS:000482091000005
"Camacho, Luis F.; Aviles, Leticia"	Decreasing Predator Density and Activity Explains Declining Predation of Insect Prey along Elevational Gradients	AMERICAN NATURALIST	194	3	334	343	10.1086/704279	SEP 1 2019	2019	3	WOS:000482091000006
"Gilbert, Anthony L.; Miles, Donald B."	Antagonistic Responses of Exposure to Sublethal Temperatures: Adaptive Phenotypic Plasticity Coincides with a Reduction in Organismal Performance	AMERICAN NATURALIST	194	3	344	355	10.1086/704208	SEP 1 2019	2019	0	WOS:000482091000007
"Goedert, Debora; Calsbeek, Ryan"	Experimental Evidence That Metamorphosis Alleviates Genomic Conflict	AMERICAN NATURALIST	194	3	356	366	10.1086/704183	SEP 1 2019	2019	1	WOS:000482091000008
"da Silva, Jack"	Plastic Senescence in the Honey Bee and the Disposable Soma Theory	AMERICAN NATURALIST	194	3	367	380	10.1086/704220	SEP 1 2019	2019	1	WOS:000482091000009
"Austin, Matthew W.; Dunlap, Aimee S."	Intraspecific Variation in Worker Body Size Makes North American Bumble Bees (Bombus spp.) Less Susceptible to Decline	AMERICAN NATURALIST	194	3	381	394	10.1086/704280	SEP 1 2019	2019	2	WOS:000482091000010
"Kwapich, Christina L.; Hoelldobler, Bert"	Destruction of Spiderwebs and Rescue of Ensnared Nestmates by a Granivorous Desert Ant (Veromessor pergandei)	AMERICAN NATURALIST	194	3	395	404	10.1086/704338	SEP 1 2019	2019	1	WOS:000482091000011
"Johnson, Anna L.; Rebolleda-Gomez, Maria; Ashman, Tia-Lynn"	Pollen on Stigmas of Herbarium Specimens: A Window into the Impacts of a Century of Environmental Disturbance on Pollen Transfer	AMERICAN NATURALIST	194	3	405	413	10.1086/704607	SEP 1 2019	2019	2	WOS:000482091000012
"Steffan, Shawn A.; Dharampal, Prarthana S.; Danforth, Bryan N.; Gaines-Day, Hannah R.; Takizawa, Yuko; Chikaraishi, Yoshito"	Omnivory in Bees: Elevated Trophic Positions among All Major Bee Families	AMERICAN NATURALIST	194	3	414	421	10.1086/704281	SEP 1 2019	2019	5	WOS:000482091000013
"Ellers, Jacintha; Visser, Michael; Marien, Janine; Kraaijeveld, Ken; Lammers, Mark"	"The Importance of Validating the Demethylating Effect of 5-aza-2 '-deoxycytidine in Model Species (A Comment on Cook et al., ""DNA Methylation and Sex Allocation in the Parasitoid Wasp Nasonia vitripennis"")"	AMERICAN NATURALIST	194	3	422	431	10.1086/704247	SEP 1 2019	2019	1	WOS:000482091000014
"Cook, Nicola; Parker, Darren J.; Tauber, Eran; Pannebakker, Bart A.; Shuker, David M."	Validating the Demethylating Effects of 5-aza-2 '-deoxycytidine in Insects Requires a Whole-Genome Approach (A Reply to Ellers et al.)	AMERICAN NATURALIST	194	3	432	438	10.1086/704248	SEP 1 2019	2019	0	WOS:000482091000015
"Wessinger, Carolyn A.; Kelly, John K."	"Selfing Can Facilitate Transitions between Pollination Syndromes (vol 191, pg 582, 2019)"	AMERICAN NATURALIST	194	3	439	439	10.1086/704288	SEP 1 2019	2019	0	WOS:000482091000016
"Langendorf, Ryan E.; Doak, Daniel F."	Can Community Structure Causally Determine Dynamics of Constituent Species? A Test Using a Host-Parasite Community	AMERICAN NATURALIST	194	3	E66	E80	10.1086/704182	SEP 1 2019	2019	0	WOS:000482091000002
"Lu, Muyang; Vasseur, David; Jetz, Walter"	Beta Diversity Patterns Derived from Island Biogeography Theory	AMERICAN NATURALIST	194	3	E52	E65	10.1086/704181	SEP 1 2019	2019	1	WOS:000482091000001
"Wisnoski, Nathan I.; Leibold, Mathew A.; Lennon, Jay T."	Dormancy in Metacommunities	AMERICAN NATURALIST	194	2	135	151	10.1086/704168	AUG 1 2019	2019	5	WOS:000476677100004
"Olli, Kalle; Ptacnik, Robert; Klais, Riina; Tamminen, Timo"	Phytoplankton Species Richness along Coastal and Estuarine Salinity Continua	AMERICAN NATURALIST	194	2	E41	E51	10.1086/703657	AUG 1 2019	2019	1	WOS:000476677100002
"Ryan, Michael J.; Akre, Karin L.; Baugh, Alexander T.; Bernal, Ximena E.; Lea, Amanda M.; Leslie, Caitlin; Still, Meghan B.; Wylie, Dennis C.; Rand, A. Stanley"	Nineteen Years of Consistently Positive and Strong Female Mate Preferences despite Individual Variation	AMERICAN NATURALIST	194	2	125	134	10.1086/704103	AUG 1 2019	2019	0	WOS:000476677100003
"Miles, Meredith C.; Fuxjager, Matthew J."	Phenotypic Diversity Arises from Secondary Signal Loss in the Elaborate Visual Displays of Toucans and Barbets	AMERICAN NATURALIST	194	2	152	167	10.1086/704088	AUG 1 2019	2019	2	WOS:000476677100005
"Zozaya, Stephen M.; Higgie, Megan; Moritz, Craig; Hoskin, Conrad J."	Are Pheromones Key to Unlocking Cryptic Lizard Diversity?	AMERICAN NATURALIST	194	2	168	182	10.1086/704059	AUG 1 2019	2019	2	WOS:000476677100006
"Start, Denon"	Individual and Population Differences Shape Species Interactions and Natural Selection	AMERICAN NATURALIST	194	2	183	193	10.1086/704060	AUG 1 2019	2019	2	WOS:000476677100007
"Strickland, Kasha; Frere, Celine H."	Individual Variation in the Social Plasticity of Water Dragons	AMERICAN NATURALIST	194	2	194	206	10.1086/704089	AUG 1 2019	2019	0	WOS:000476677100008
"Lin, Yu-Heng; Chan, Shih-Fan; Rubenstein, Dustin R.; Liu, Mark; Shen, Sheng-Feng"	Resolving the Paradox of Environmental Quality and Sociality: The Ecological Causes and Consequences of Cooperative Breeding in Two Lineages of Birds	AMERICAN NATURALIST	194	2	207	216	10.1086/704090	AUG 1 2019	2019	1	WOS:000476677100009
"Fernandes, Lucas D.; Lemos-Costa, Paula; Guimaraes, Paulo R., Jr.; Thompson, John N.; de Aguiar, Marcus A. M."	Coevolution Creates Complex Mosaics across Large Landscapes	AMERICAN NATURALIST	194	2	217	229	10.1086/704157	AUG 1 2019	2019	1	WOS:000476677100010
"Lackey, Alycia C. R.; Moore, Michael P.; Doyle, Jacqueline; Gerlanc, Nicole; Hagan, Ashley; Geile, Morgan; Eden, Chris; Whiteman, Howard H."	"Lifetime Fitness, Sex-Specific Life History, and the Maintenance of a Polyphenism"	AMERICAN NATURALIST	194	2	230	245	10.1086/704156	AUG 1 2019	2019	0	WOS:000476677100011
"Bogdziewicz, Michal; Zywiec, Magdalena; Espelta, Josep M.; Fernandez-Martinez, Marcos; Calama, Rafael; Ledwon, Mateusz; McIntire, Eliot; Crone, Elizabeth E."	Environmental Veto Synchronizes Mast Seeding in Four Contrasting Tree Species	AMERICAN NATURALIST	194	2	246	259	10.1086/704111	AUG 1 2019	2019	7	WOS:000476677100012
"Golcher-Benavides, Jimena; Wagner, Catherine E."	Playing out Liem's Paradox: Opportunistic Piscivory across Lake Tanganyikan Cichlids	AMERICAN NATURALIST	194	2	260	267	10.1086/704169	AUG 1 2019	2019	3	WOS:000476677100013
"Drury, Jonathan P.; Anderson, Christopher N.; Castillo, Maria B. Cabezas; Fisher, Jewel; McEachin, Shawn; Grether, Gregory F."	A General Explanation for the Persistence of Reproductive Interference	AMERICAN NATURALIST	194	2	268	275	10.1086/704102	AUG 1 2019	2019	2	WOS:000476677100014
"Bienvenu, Francois"	The Equivocal Mean Age of Parents in a Cohort	AMERICAN NATURALIST	194	2	276	284	10.1086/704110	AUG 1 2019	2019	0	WOS:000476677100015
"Giaimo, Stefano; Traulsen, Arne"	Generation Time Measures the Trade-Off between Survival and Reproduction in a Life Cycle	AMERICAN NATURALIST	194	2	285	290	10.1086/704155	AUG 1 2019	2019	0	WOS:000476677100016
"Dolger, Julia; Kiorboe, Thomas; Andersen, Anders"	Dense Dwarfs versus Gelatinous Giants: The Trade-Offs and Physiological Limits Determining the Body Plan of Planktonic Filter Feeders	AMERICAN NATURALIST	194	2	E30	E40	10.1086/703656	AUG 1 2019	2019	0	WOS:000476677100001
"Perry, Anna C.; Krakauer, Alan H.; McElreath, Richard; Harris, David J.; Patricelli, Gail L."	Hidden Markov Models Reveal Tactical Adjustment of Temporally Clustered Courtship Displays in Response to the Behaviors of a Robotic Female	AMERICAN NATURALIST	194	1	1	16	10.1086/703518	JUL 1 2019	2019	0	WOS:000474250000002
"Hanley, Daniel; Gern, Karel; Hauber, Mark E.; Grim, Tomas"	Host Responses to Foreign Eggs across the Avian Visual Color Space	AMERICAN NATURALIST	194	1	17	27	10.1086/703534	JUL 1 2019	2019	1	WOS:000474250000004
"Loeffler-Henry, Karl; Kang, Changku; Sherratt, Thomas N."	Consistent Associations between Body Size and Hidden Contrasting Color Signals across a Range of Insect Taxa	AMERICAN NATURALIST	194	1	28	37	10.1086/703535	JUL 1 2019	2019	3	WOS:000474250000005
"Toivonen, Jaakko; Fromhage, Lutz"	Evolutionary Hysteresis and Ratchets in the Evolution of Periodical Cicadas	AMERICAN NATURALIST	194	1	38	46	10.1086/703563	JUL 1 2019	2019	0	WOS:000474250000006
"Dibble, Christopher J.; Rudolf, Volker H. W."	Phenotype-Environment Matching Predicts Both Positive and Negative Effects of Intraspecific Variation	AMERICAN NATURALIST	194	1	47	58	10.1086/703483	JUL 1 2019	2019	1	WOS:000474250000007
"Locey, Kenneth J.; Lennon, Jay T."	A Residence Time Theory for Biodiversity	AMERICAN NATURALIST	194	1	59	72	10.1086/703456	JUL 1 2019	2019	1	WOS:000474250000008
"Ram, Yoav; Hadany, Lilach"	Evolution of Stress-Induced Mutagenesis in the Presence of Horizontal Gene Transfer	AMERICAN NATURALIST	194	1	73	89	10.1086/703457	JUL 1 2019	2019	1	WOS:000474250000009
"Suzuki, Sayaki U.; Sasaki, Akira"	"Ecological and Evolutionary Stabilities of Biotrophism, Necrotrophism, and Saprotrophism"	AMERICAN NATURALIST	194	1	90	103	10.1086/703485	JUL 1 2019	2019	0	WOS:000474250000010
